"FileId","Status","ReadIndex","ReadTimestamp","FullName","RelPath","Extension","SizeBytes","SHA256","Category","CategoryLabel","EvidenceType","Model","Date","TestType","FailureMode","FailureExplanation","KeyFindings","KeyClaims","Relevance","ExtractPath","FullIncludePath","Notes","RelatedFiles","DuplicateOf","Reviewer"
"FRV2-0148","complete","148","2026-01-29 17:37:38","MUST_Review/chats/ChatGPT/july-29-O3-3-attachment-recc-3.png","MUST_Review\chats\ChatGPT\july-29-O3-3-attachment-recc-3.png",".png","134403","37E8D5C331D629CB4F01DCB79063290EA02D16396407F63975E75B7BCB033301","3","failed_attempts","diagnostic","ChatGPT O3","2025-07-29","","type_mismatch; undefined_symbol; proof_obligation_stuck","Screenshot shows unresolved goals and AddRightStrictMono synthesis failures in mu_lt_eq_diff chain.","Unresolved goals in eq_diff proof path.","","High","extracts/03_failed_attempts/2026-01-29__july-29-O3-3-attachment-recc-3__screenshot__001.md","","Screenshot","","","Codex"
"FRV2-0149","complete","149","2026-01-29 17:37:38","MUST_Review/chats/ChatGPT/july-29-O3-3-attachment-recc-erros-remain.png","MUST_Review\chats\ChatGPT\july-29-O3-3-attachment-recc-erros-remain.png",".png","96759","2C6ED72E8750D20F82ABF0DE9EE6CCB0CD6B579261D0F4CAF7C48319A4DE8C30","3","failed_attempts","diagnostic","ChatGPT O3","2025-07-29","","type_mismatch; proof_obligation_stuck","Screenshot shows remaining errors in rec_succ chain (lt_of_lt_of_le mismatches, unsolved goals).","Remaining errors block rec_succ proof.","","High","extracts/03_failed_attempts/2026-01-29__july-29-O3-3-attachment-recc-erros-remain__screenshot__001.md","","Screenshot","","","Codex"
"FRV2-0150","complete","150","2026-01-29 17:37:38","MUST_Review/chats/ChatGPT/july-29-O3-3-WE CAN WALYS DEFINE-1.png","MUST_Review\chats\ChatGPT\july-29-O3-3-WE CAN WALYS DEFINE-1.png",".png","111969","9DBB013A5515595C4FC370B42F09ECCCDED71C0006FCA90E84F74D2A36A66B1E","3","failed_attempts","diagnostic","ChatGPT O3","2025-07-29","","type_mismatch; undefined_symbol; proof_obligation_stuck","Screenshot shows AddRightStrictMono and PosMulStrictMono synthesis failures, blocking rec_succ aggregation.","Missing monotonicity instances in aggregation.","","High","extracts/03_failed_attempts/2026-01-29__july-29-O3-3-WE_CAN_WALYS_DEFINE-1__screenshot__001.md","","Screenshot","","","Codex"
"FRV2-0151","complete","151","2026-01-29 17:37:38","MUST_Review/chats/ChatGPT/july-29-O3-attachment-first.png","MUST_Review\chats\ChatGPT\july-29-O3-attachment-first.png",".png","228367","3AE20C7FD0C7900F8B1F49AE5CA97F0E5B6CE4A44E132DE70C5E3FBE59006D10","3","failed_attempts","diagnostic","ChatGPT O3","2025-07-29","","type_mismatch; proof_obligation_stuck","Screenshot shows failed attempts to relate mu_rec_zero and mu_delta, with type mismatches and contradictions.","Type mismatches in mu_rec_zero/mu_delta chain.","","High","extracts/03_failed_attempts/2026-01-29__july-29-O3-attachment-first__screenshot__001.md","","Screenshot","","","Codex"
"FRV2-0152","complete","152","2026-01-29 17:37:38","MUST_Review/chats/ChatGPT/july-29-O3-attachment-2.png","MUST_Review\chats\ChatGPT\july-29-O3-attachment-2.png",".png","57136","1223B8393623C3B714B979844A13FA908267A105E66DA0E705F9E9416A615DA8","3","failed_attempts","diagnostic","ChatGPT O3","2025-07-29","","type_mismatch; undefined_symbol; proof_obligation_stuck","Screenshot shows opow_lt_opow_right misuse and AddRightStrictMono failures in rec_succ proof.","Ordinal monotonicity lemmas fail to apply.","","High","extracts/03_failed_attempts/2026-01-29__july-29-O3-attachment-2__screenshot__001.md","","Screenshot","","","Codex"
"FRV2-0153","complete","153","2026-01-29 17:37:38","MUST_Review/chats/ChatGPT/July-30-25-O3-ordinal-toolkit-lemmas.png","MUST_Review\chats\ChatGPT\July-30-25-O3-ordinal-toolkit-lemmas.png",".png","122459","0CA5092059CB9D81355AF3BF15ED0DEC6FC74B43B082E87DAC76DA7DFE6013E1","3","failed_attempts","diagnostic","ChatGPT O3","2025-07-30","","type_mismatch; proof_obligation_stuck","Screenshot shows failures compiling bigA and related ordinal lemmas; linarith and opow monotonicity fail.","Toolkit lemma development fails to typecheck.","","High","extracts/03_failed_attempts/2026-01-29__July-30-25-O3-ordinal-toolkit-lemmas__screenshot__001.md","","Screenshot","","","Codex"
"FRV2-0154","complete","154","2026-01-29 17:37:38","MUST_Review/chats/ChatGPT/July-30-25-O3-Pro-mu_recc_succ_error.png","MUST_Review\chats\ChatGPT\July-30-25-O3-Pro-mu_recc_succ_error.png",".png","102188","ACF4302274C3752BFEDE450B30D2D7EB4BDDC868013B1624B9C8DFD6E9820CAD","3","failed_attempts","diagnostic","ChatGPT O3","2025-07-30","","type_mismatch; proof_obligation_stuck","Screenshot shows errors in mu_lt_eq_diff and rec_succ chain; opow and mul lemmas fail to apply.","Errors in ??drop proofs.","","High","extracts/03_failed_attempts/2026-01-29__July-30-25-O3-Pro-mu_recc_succ_error__screenshot__001.md","","Screenshot","","","Codex"
"FRV2-0155","complete","155","2026-01-29 17:37:38","MUST_Review/chats/ChatGPT/july-30-O3-3-ordinal-toolki.png","MUST_Review\chats\ChatGPT\july-30-O3-3-ordinal-toolki.png",".png","83554","2C31DD1FB7C7C0FE25A8F69A9C1A0428975B2CF655011F299B389913D1728329","5","misc","reference","ChatGPT O3","2025-07-30","","","Screenshot of ordinal toolkit lemma list and signatures.","Reference list of ordinal toolkit lemmas.","","Low","extracts/05_misc/2026-01-29__july-30-O3-3-ordinal-toolki__screenshot__001.md","","Screenshot","","","Codex"
"FRV2-0156","complete","156","2026-01-29 17:37:38","MUST_Review/chats/ChatGPT/july-30-O3-3-ordinal-toolkti-3.png","MUST_Review\chats\ChatGPT\july-30-O3-3-ordinal-toolkti-3.png",".png","44802","6AA4F8D5EF97116B7A9513B1550D03088325173BE88BD3A6BC24908449A7BD78","3","failed_attempts","diagnostic","ChatGPT O3","2025-07-30","","type_mismatch; proof_obligation_stuck","Screenshot shows tail-term bound proof errors; MulLeftStrictMono not synthesized.","Tail-term bound proof fails.","","High","extracts/03_failed_attempts/2026-01-29__july-30-O3-3-ordinal-toolkti-3__screenshot__001.md","","Screenshot","","","Codex"
"FRV2-0157","complete","157","2026-01-29 17:37:38","MUST_Review/chats/ChatGPT/july-30-O3-3-ordinal-toolkti-4.png","MUST_Review\chats\ChatGPT\july-30-O3-3-ordinal-toolkti-4.png",".png","87142","63D3913181F4911D5BD52EC4A5F8B3A758ABF756619031169D9B9527AC61132F","3","failed_attempts","diagnostic","ChatGPT O3","2025-07-30","","type_mismatch; proof_obligation_stuck","Screenshot shows opow_le_opow_right and mul_lt_mul_left failures in head-term bound.","Head-term bound proof fails.","","High","extracts/03_failed_attempts/2026-01-29__july-30-O3-3-ordinal-toolkti-4__screenshot__001.md","","Screenshot","","","Codex"
"FRV2-0158","complete","158","2026-01-29 17:37:38","MUST_Review/chats/ChatGPT/july-30-O3-3-WE CAN WALYS DEFINE-2.png","MUST_Review\chats\ChatGPT\july-30-O3-3-WE CAN WALYS DEFINE-2.png",".png","77765","7DBBE500B0EC2BC1E3A454C69C2CEEA67B5B141E797B8C765E20B291E95CC620","3","failed_attempts","diagnostic","ChatGPT O3","2025-07-30","","type_mismatch; undefined_symbol; proof_obligation_stuck","Screenshot shows AddRightStrictMono/unknown identifier failures during aggregation step.","Aggregation step fails due to missing lemmas.","","High","extracts/03_failed_attempts/2026-01-29__july-30-O3-3-WE_CAN_WALYS_DEFINE-2__screenshot__001.md","","Screenshot","","","Codex"
"FRV2-0159","duplicate","159","2026-01-29 17:42:04","MUST_Review/chats/AI_BrainStorm_SN.md","MUST_Review\chats\AI_BrainStorm_SN.md",".md","31579","141EF8AC9DDBE7217FDAD41236DCD26CD24958845EBF924E8C12746DD1668FDD","3","failed_attempts","analysis","AI synth","","","nonconvergence; environment_mismatch; proof_obligation_stuck","Duplicate of Legacy\MetaMD_Archive\AI_BrainStorm_SN.md.","Duplicate content.","","Low","extracts/03_failed_attempts/2026-01-29__AI_BrainStorm_SN__analysis__001.md","","Duplicate of FRV2-0006.","Legacy\MetaMD_Archive\AI_BrainStorm_SN.md","FRV2-0006","Codex"
"FRV2-0160","duplicate","160","2026-01-29 17:42:04","MUST_Review/chats/Claude_SN_Companion.md","MUST_Review\chats\Claude_SN_Companion.md",".md","8058","BDE1960524EF05D8055C099D2B308158EE75AA1AA22FEB230E12BD5A0D106672","3","failed_attempts","analysis","Claude","","","nondecreasing_measure; proof_obligation_stuck","Duplicate of Legacy\MetaMD_Archive\Claude_SN_Companion.md.","Duplicate content.","","Low","","full_includes/2026-01-29__Claude_SN_Companion__full__001.md","Duplicate of FRV2-0008.","Legacy\MetaMD_Archive\Claude_SN_Companion.md","FRV2-0008","Codex"
"FRV2-0161","complete","161","2026-01-29 17:45:40","MUST_Review/chats/claude_wrong.txt","MUST_Review\chats\claude_wrong.txt",".txt","6715","7F84533614657FD9374FAF2A50101CE0960EF5BBB677791F2F8F9F0F19E7083D","3","failed_attempts","analysis","","","","nondecreasing_measure; unsupported_inference","Analyzes duplication and ?-measure failures, indicating additive measures cannot strictly decrease under rec? duplication.","Duplication stress test shows additive measures fail on rec?.","","High","extracts/03_failed_attempts/2026-01-29__claude_wrong__analysis__001.md","","","","","Codex"
"FRV2-0162","complete","162","2026-01-29 17:45:40","MUST_Review/chats/codex-gpt5-high.md","MUST_Review\chats\codex-gpt5-high.md",".md","61965","DA20D3A9A831C273098586DAE375625F71D11BEE628A291EF06B5B1CC11FE3A6","5","misc","analysis","","","","unsupported_inference","Claims to open external file for context without evidence in the transcript; provides conceptual plan only.","Promises to open O3-Moment.md and summarizes without shown access.","","Medium","extracts/05_misc/2026-01-29__codex-gpt5-high__analysis__001.md","","","","","Codex"
"FRV2-0163","complete","163","2026-01-29 17:45:40","MUST_Review/chats/ChatGPT/July-30-25-O3-2.md","MUST_Review\chats\ChatGPT\July-30-25-O3-2.md",".md","35784","C560C97860EB13F90C58A36D3286048CA36BFF3815015C86218F0C81B7CBFF9A","5","misc","analysis","","","","","General diagnostics discussion; no concrete proof evidence.","Discusses Lean diagnostics and possible missing identifiers.","","Low","extracts/05_misc/2026-01-29__July-30-25-O3-2__analysis__001.md","","","","","Codex"
"FRV2-0164","complete","164","2026-01-29 17:45:40","MUST_Review/chats/ChatGPT/July-30-25-O3-3.md","MUST_Review\chats\ChatGPT\July-30-25-O3-3.md",".md","31851","02A28D23972D6E8A8F723D475F036055EE6E1BD013149F11CE2A408B068403CC","3","failed_attempts","analysis","","","","unsupported_inference","Highlights that mu_param_le_delta is false, indicating a key lemma used in rec_succ chains is invalid.","States mu_param_le_delta false with counterexample.","","High","extracts/03_failed_attempts/2026-01-29__July-30-25-O3-3__analysis__001.md","","","","","Codex"
"FRV2-0165","complete","165","2026-01-29 17:45:40","MUST_Review/chats/ChatGPT/July-30-25-O3-Ordinal-toolit-diag-long.md","MUST_Review\chats\ChatGPT\July-30-25-O3-Ordinal-toolit-diag-long.md",".md","376691","45B6B03A6DC95D6A73C93578BB4D9D5F82C81863AEBCD0043C8B174DED739BE6","3","failed_attempts","diagnostic","","","","proof_obligation_stuck; type_mismatch","Diagnostics show compiler IR failures at MetaSN.bigA and numerous type errors.","Large diagnostic log for Termination.lean; MetaSN.bigA fails.","","High","extracts/03_failed_attempts/2026-01-29__July-30-25-O3-Ordinal-toolit-diag-long__analysis__001.md","","","","","Codex"
"FRV2-0166","complete","166","2026-01-29 17:45:40","MUST_Review/chats/ChatGPT/July-30-25-O3-ordinal-toolki-review.md","MUST_Review\chats\ChatGPT\July-30-25-O3-ordinal-toolki-review.md",".md","85105","0101C12062854359F2EE379D9C955E7602FC7A29FF68A9CB5885B603ED27EF26","5","misc","analysis","","","","","Planning response to review multiple documents; no proof evidence.","Plans to review toolkit PDFs and code.","","Low","extracts/05_misc/2026-01-29__July-30-25-O3-ordinal-toolki-review__analysis__001.md","","","","","Codex"
"FRV2-0167","complete","167","2026-01-29 17:45:40","MUST_Review/chats/ChatGPT/July-30-25-O3-Pro.md","MUST_Review\chats\ChatGPT\July-30-25-O3-Pro.md",".md","116477","3325440EF0E1F8888E2EC0D240D52E799CD023BB68D4F7224FED3D19136DBE5F","5","misc","analysis","","","","","High-level plan for ??decrease proofs without concrete derivations.","Proposes strategy for mu_lt_rec_succ and mu_lt_eq_diff.","","Medium","extracts/05_misc/2026-01-29__July-30-25-O3-Pro__analysis__001.md","","","","","Codex"
"FRV2-0168","complete","168","2026-01-29 17:45:40","MUST_Review/chats/ChatGPT/July-30-25-O3.md","MUST_Review\chats\ChatGPT\July-30-25-O3.md",".md","63688","36C60DC0E012E58F76FB8005C425C107DB74FE9A52153896D4A87854DACDB6F4","5","misc","analysis","","","","","Instruction-heavy request context; response not shown here.","Lists strict instructions for using ordinal_toolkit and agent.md.","","Low","extracts/05_misc/2026-01-29__July-30-25-O3__analysis__001.md","","","","","Codex"
"FRV2-0169","duplicate","169","2026-01-29 17:59:41","MUST_Review/chats/codex-math.md","MUST_Review\chats\codex-math.md",".md","14211","9355124217EADD2CC1553EB72EB5A950DCD99384294E17D6FA89EB6DA8F9936C","5","misc","analysis","Codex","2025-10-27","","unsupported_inference","Duplicate of MUST_Review\\chats\\27-10-25-codex-.md.","Duplicate content.","","Low","extracts/05_misc/2026-01-29__27-10-25-codex__analysis__001.md","","Duplicate of FRV2-0141.","MUST_Review\\chats\\27-10-25-codex-.md","FRV2-0141","Codex"
"FRV2-0170","complete","170","2026-01-29 17:59:41","MUST_Review/chats/COMPLETE_EXTRACTED_ISSUES_FROM_ASSESSMENTS.md","MUST_Review\chats\COMPLETE_EXTRACTED_ISSUES_FROM_ASSESSMENTS.md",".md","11912","F6249384DFD1AF9AFFEF12D50B29EE01A76733C57D4820D3DA492055001AA6F6","5","misc","analysis","","","","","Consolidated issue list; secondary source summarizing contradictions and proof gaps.","Summarizes critical issues from assessments.md.","","Medium","extracts/05_misc/2026-01-29__COMPLETE_EXTRACTED_ISSUES_FROM_ASSESSMENTS__summary__001.md","","","","","Codex"
"FRV2-0171","complete","171","2026-01-29 17:59:41","MUST_Review/chats/cursor_considering_trace_and_strong_nor.md","MUST_Review\chats\cursor_considering_trace_and_strong_nor.md",".md","91027","5AD81A3A13528F29EEA322048946517EEDB9DD6080382D84F61E7AEA237A20A6","5","misc","analysis","Cursor","2025-10-23","","unsupported_inference","Claims unique normal forms/decidable equality from SN without proof of confluence.","Asserts SN implies unique normal forms and decidable equality.","","Medium","extracts/05_misc/2026-01-29__cursor_considering_trace_and_strong_nor__analysis__001.md","","","","","Codex"
"FRV2-0172","complete","172","2026-01-29 17:59:41","MUST_Review/chats/cursor_considering_trace_and_strong_nor-1.md","MUST_Review\chats\cursor_considering_trace_and_strong_nor-1.md",".md","912034","586D3EBD53140CBAA9D21E7DE78FA908C33C3CED9A52AE008B1362EFB01E5B99","5","misc","analysis","Cursor","2025-10-27","","unsupported_inference","Claims unique normal forms/decidable equality from SN without proof of confluence.","Asserts SN implies unique normal forms and decidable equality.","","Medium","extracts/05_misc/2026-01-29__cursor_considering_trace_and_strong_nor-1__analysis__001.md","","","","","Codex"
"FRV2-0173","complete","173","2026-01-29 17:59:41","MUST_Review/chats/DeepSeek_R1_Analysis.md","MUST_Review\chats\DeepSeek_R1_Analysis.md",".md","8704","E074E78548CBC64440CE215E7B2001396BFC0DC25FFD7750A8D03A3F6C82CB98","5","misc","analysis","DeepSeek-R1","","","inconsistency","Contradiction map summarizes internal inconsistencies in DeepSeek-R1 response.","Contradictions: rules vs no-axioms; uses ? while forbidding numbers.","","Medium","extracts/05_misc/2026-01-29__DeepSeek_R1_Analysis__contradiction_map__001.md","","","","","Codex"
"FRV2-0174","complete","174","2026-01-29 17:59:41","MUST_Review/chats/DeepSeek_R1_Contradiction_Flow.md","MUST_Review\chats\DeepSeek_R1_Contradiction_Flow.md",".md","4913","09A2D10F1FB46DD8ADD867390169CF2BA94FE6DD9D56754922F0E6CF53FAC586","5","misc","analysis","","","","inconsistency","Mermaid flow summarizes contradictions in DeepSeek-R1 reasoning.","Visual contradiction flow for no-axioms/no-numbers constraints.","","Low","extracts/05_misc/2026-01-29__DeepSeek_R1_Contradiction_Flow__summary__001.md","","","","","Codex"
"FRV2-0175","complete","175","2026-01-29 17:59:41","MUST_Review/chats/DeepSeek_R1_Executive_Summary.md","MUST_Review\chats\DeepSeek_R1_Executive_Summary.md",".md","3807","DBD00FBBCC52B0E31B66FC87C92AE3D3981BDB4B1676E7F5251494598382F2E4","5","misc","analysis","","","","inconsistency","Executive summary highlights ?-use contradiction in DeepSeek-R1 response.","Uses ? then claims ? is disallowed.","","Low","extracts/05_misc/2026-01-29__DeepSeek_R1_Executive_Summary__summary__001.md","","","","","Codex"
"FRV2-0176","duplicate","176","2026-01-29 17:59:41","MUST_Review/chats/Diag_Reports.md","MUST_Review\chats\Diag_Reports.md",".md","15574","C138CEF27FE2EF56AD7E2E7E849AF1A1A1A1797231FBFE4329BB5F7561658037","3","failed_attempts","analysis","","","","proof_obligation_stuck; invalid_rewrite; type_mismatch; nonconvergence","Duplicate of Legacy\MetaMD_Archive\Diag_Reports.md.","Duplicate content.","","Low","","full_includes/2026-01-29__Diag_Reports__full__001.md","Duplicate of FRV2-0012.","Legacy\MetaMD_Archive\Diag_Reports.md","FRV2-0012","Codex"
"FRV2-0177","complete","177","2026-01-29 18:15:47","MUST_Review/chats/gpt5-thinking.md","MUST_Review\chats\gpt5-thinking.md",".md","45936","87810B5FE24604A92F1CDEDDF30DC0CEFA1AC919432E43393AFCA4E295FDABAC","5","misc","analysis","GPT-5","","audit","undefined_symbol; protocol_violation; unsupported_inference","Auditor flags missing mu-drop lemmas and blocks proof claims under NameGate/TypeGate.","Constraint blocker due to missing mu-drop lemmas; proof story cannot be verified.","","Medium","extracts/05_misc/2026-01-29__gpt5-thinking__analysis__001.md","","","","","Codex"
"FRV2-0178","complete","178","2026-01-29 18:17:32","MUST_Review/chats/o3.md","MUST_Review\chats\o3.md",".md","238001","E0155A5C784EACC06572EA2C9257DD7A5B5518E13B0EA63DB9D053E0FAF06100","5","misc","analysis","o3","","help_request","proof_obligation_stuck; unsupported_inference","Response includes admit placeholders in key theorems, leaving obligations unsolved.","Proposed scripts for mu_lt_rec_succ and mu_lt_eq_diff are left as admit.","","Medium","extracts/05_misc/2026-01-29__o3__analysis__001.md","","","","","Codex"
"FRV2-0179","complete","179","2026-01-29 18:19:16","MUST_Review/chats/latest_solution.md","MUST_Review\chats\latest_solution.md",".md","54799","FE25EA023EE8F8499B3759F8055702C35FD7564A825D64A3A9083C8D1C9C560A","3","failed_attempts","analysis","","","measure_design","nondecreasing_measure; inconsistency; unsupported_inference","Kappa invariant cannot hold across all rules; merge/rec rules force kappa changes.","Constraint blocker shows kappa equality cannot be enforced for merge rules with recD argument.","","High","extracts/03_failed_attempts/2026-01-29__latest_solution__analysis__001.md","","","","","Codex"
"FRV2-0180","complete","180","2026-01-29 18:21:02","MUST_Review/chats/GPT-5-extended-thinking.md","MUST_Review\chats\GPT-5-extended-thinking.md",".md","314558","EBB05475D217B9F16210B743FE3DA11991386DF6F9F4B2C4F9B9F7F23CF0A9B5","5","misc","analysis","GPT-5","","process","proof_obligation_stuck; protocol_violation; unsupported_inference","Recommends stubbing proofs with sorry while refactoring measures.","Uses sorry placeholders to keep file compiling during refactor.","","Medium","extracts/05_misc/2026-01-29__GPT-5-extended-thinking__analysis__001.md","","","","","Codex"
"FRV2-0181","complete","181","2026-01-29 18:22:41","MUST_Review/chats/GPT-5-Pro.md","MUST_Review\chats\GPT-5-Pro.md",".md","36610","2CC1DCF2833D2178BC911132E0BF5B45241295BE2C3CC52BB9F67BDF2C68605D","3","failed_attempts","analysis","GPT-5","","audit","unsupported_inference; invalid_rewrite; protocol_violation","Lists disallowed lemmas and invalid proof shortcuts used in prior attempts.","Audit warns against non-mathlib lemmas and invalid ordinal rewrites.","","High","extracts/03_failed_attempts/2026-01-29__GPT-5-Pro__analysis__002.md","","","","","Codex"
"FRV2-0182","complete","182","2026-01-29 18:24:03","MUST_Review/chats/GPT-5-Pro-Bug.md","MUST_Review\chats\GPT-5-Pro-Bug.md",".md","253360","D2DE3C13E2FCC24017808E093F438BD4738AD3DD4BA7C053027EA7BBE9D851E9","3","failed_attempts","analysis","GPT-5","","audit","proof_obligation_stuck; protocol_violation","Reports remaining sorry at rec-succ in Claude_SN lane; not axiom-free.","Explicit sorry remains in rec-succ proof; cannot merge.","","High","extracts/03_failed_attempts/2026-01-29__GPT-5-Pro-Bug__analysis__001.md","","","MUST_Review\chats\SN_Final_Diags.md","","Codex"
"FRV2-0183","complete","183","2026-01-29 18:25:25","MUST_Review/chats/GPT-5-Pro-NoGo.md","MUST_Review\chats\GPT-5-Pro-NoGo.md",".md","189921","F5DC83191D0E46E12D5A76DA4C62D5992C2952603690E328A0509ACDF9F7B907","3","failed_attempts","analysis","GPT-5","","no-go","undefined_symbol; type_mismatch; protocol_violation","Constraint blockers cite missing kappa symbol and arity mismatch.","Unknown identifier and arity mismatch stop the proof under audit gates.","","High","extracts/03_failed_attempts/2026-01-29__GPT-5-Pro-NoGo__analysis__001.md","","","","","Codex"
"FRV2-0184","complete","184","2026-01-29 18:26:34","MUST_Review/chats/Grok4-10-26-25-Grok4.md","MUST_Review\chats\Grok4-10-26-25-Grok4.md",".md","35723","91C50D7B9BD3DBEABCBA6381F58CAFE1CE6C49A2499048543F444173C3C26AC8","5","misc","analysis","Grok4","2025-10-26","discussion","unsupported_inference","General advice on ordinals without concrete verification.","Recommends ordinal measure approach at a high level.","","Low","extracts/05_misc/2026-01-29__Grok4-10-26-25__analysis__002.md","","","","","Codex"
"FRV2-0185","complete","185","2026-01-29 18:28:04","MUST_Review/chats/O3-Moment.md","MUST_Review\chats\O3-Moment.md",".md","7875","C30CF52E516D887D03E4CA95ED9F53A4AF0E26112333CFA552C5073D6C127452","5","misc","analysis","o3","","postmortem","nondecreasing_measure","Post-mortem emphasizes measure drop across rec_succ rule.","Rec_succ creates merge; any measure must strictly drop there.","","Medium","extracts/05_misc/2026-01-29__O3-Moment__analysis__001.md","","","","","Codex"
"FRV2-0186","complete","186","2026-01-29 18:29:00","MUST_Review/chats/O3-Pro-29-10-25.md","MUST_Review\chats\O3-Pro-29-10-25.md",".md","7566","8FB8D86EAC31B1B2E5A3ACAB39A11B712B979C7FD56CFC56B742EE08A349D0B7","5","misc","analysis","o3","2025-10-29","critique","unsupported_inference","Critique says impossibility claims overreach; multiset orders can orient rec_succ.","Distinguishes LLM failure from mathematical impossibility.","","Medium","extracts/05_misc/2026-01-29__O3-Pro-29-10-25__analysis__001.md","","","","","Codex"
"FRV2-0187","complete","187","2026-01-29 18:30:02","MUST_Review/chats/PROJECT_LOG.md","MUST_Review\chats\PROJECT_LOG.md",".md","147624","12834C613AB5C726D40A38AED6729FECB6914A50F94DE2958BAB46D8E8F5CBAB","5","misc","log","","","project_log","","Operational log entries; contextual timeline only.","Chronological log of tooling/agent actions.","","Low","extracts/05_misc/2026-01-29__PROJECT_LOG__summary__001.md","","","","","Codex"
"FRV2-0188","complete","188","2026-01-29 18:31:09","MUST_Review/chats/math_docs.md","MUST_Review\chats\math_docs.md",".md","16190","699B5EC35C5701875F3AA2B1607A63EAF302CFB5C829983EF52D02DFCDDB48BE","5","misc","documentation","","2025-08-10","metadata","unsupported_inference","Doc claims green status without embedded evidence.","Meta documentation of OperatorKernelO6/Meta files.","","Low","extracts/05_misc/2026-01-29__math_docs__summary__001.md","","","","","Codex"
"FRV2-0189","complete","189","2026-01-29 18:32:08","MUST_Review/chats/more-cursor.md","MUST_Review\chats\more-cursor.md",".md","5673","74D2D896A58A5A87A70F012463B98B46099ABE48562238E453D3E68DC52D8A6F","5","misc","commentary","","","reflection","unsupported_inference","Narrative critique of AI suggestion patterns.","Highlights duplication in merge as core issue; notes AI pattern of adding operators.","","Low","extracts/05_misc/2026-01-29__more-cursor__summary__001.md","","","","","Codex"
"FRV2-0190","complete","190","2026-01-29 18:33:13","MUST_Review/chats/mpo_solution.md","MUST_Review\chats\mpo_solution.md",".md","2795","B97FF1BADD0C845890FFA1378E67852DD6937CA47E1335BDD50E3F8C3B430870","5","misc","analysis","","","ordering","unsupported_inference","Abstract MPO sketch not tied to actual kernel symbols.","Illustrates MPO handling of duplication with placeholder symbols.","","Low","extracts/05_misc/2026-01-29__mpo_solution__summary__001.md","","","","","Codex"
"FRV2-0191","complete","191","2026-01-29 18:34:15","MUST_Review/chats/MuCore_Diag_Reports.md","MUST_Review\chats\MuCore_Diag_Reports.md",".md","15823","23C93BAEC754BD36857AE0E5FB64D8163ACD13BF963E83448F00E90AEF85AEC8","3","failed_attempts","diagnostic","","","diagnostic","undefined_symbol; invalid_rewrite; proof_obligation_stuck","Diagnostic report lists unresolved mu identifier and invalid ordinal rewrites.","Root cause list for MuCore.lean failures.","","High","extracts/03_failed_attempts/2026-01-29__MuCore_Diag_Reports__analysis__002.md","","","MUST_Review\Legacy\MetaMD_Archive\MuCore_Diag_Reports.md","","Codex"
"FRV2-0192","complete","192","2026-01-29 18:35:41","MUST_Review/chats/SN_Final_Diags.md","MUST_Review\chats\SN_Final_Diags.md",".md","5439","478457F74850744814483C0CE4C2CBBD4634EEF9C3FCA7F2E96F045FF325362D","3","failed_attempts","diagnostic","","","diagnostic","proof_obligation_stuck","Lean reports undischarged LexOrder goal in SN_Final.lean.","Stuck goal for recD/merge lex measure in SN_Final.lean.","","High","extracts/03_failed_attempts/2026-01-29__SN_Final_Diags__diagnostic__001.md","","","MUST_Review\chats\GPT-5-Pro-Bug.md","","Codex"
"FRV2-0193","complete","193","2026-01-29 18:36:46","MUST_Review/chats/sonnet-4.5-not-possible-then-proof.md","MUST_Review\chats\sonnet-4.5-not-possible-then-proof.md",".md","5905","E88AA0B73C060BBCC3F2EC454896BFE09FC2E2ED679CE8B145E341587D2A95CB","3","failed_attempts","chat","Sonnet-4.5","2025-10-29","instruction_following","protocol_violation; unsupported_inference","Model disregards ""do not read files"" instruction and claims to validate with research.","Instruction-following failure in response.","","Medium","extracts/03_failed_attempts/2026-01-29__sonnet-4.5-not-possible-then-proof__analysis__001.md","","","","","Codex"
"FRV2-0194","complete","194","2026-01-29 18:37:53","MUST_Review/chats/strict_analysis.md","MUST_Review\chats\strict_analysis.md",".md","4582","70EF29E94F33E913B86C437E2DABBB8A27463EBF3A11420CC2DA58728DDEC2AA","3","failed_attempts","analysis","","","duplication_test","nondecreasing_measure","Additive measure fails under duplication (no strict decrease).","Duplication stress test shows M(after)=M(before).","","High","extracts/03_failed_attempts/2026-01-29__strict_analysis__analysis__001.md","","","","","Codex"
"FRV2-0195","complete","195","2026-01-29 18:39:15","MUST_Review/chats/termination_analysis.md","MUST_Review\chats\termination_analysis.md",".md","8603","BC98920569504E428F4B68F18B31C33EB633499C30E8DF5A89064FB7CFD01DE0","5","misc","analysis","","","measure_design","unsupported_inference","Draft triple-measure definitions without validation.","Defines weight/size/depth measures with placeholder constructors.","","Low","extracts/05_misc/2026-01-29__termination_analysis__summary__001.md","","","MUST_Review\chats\triple_measure_summary.md","","Codex"
"FRV2-0196","complete","196","2026-01-29 18:40:22","MUST_Review/chats/triple_measure_summary.md","MUST_Review\chats\triple_measure_summary.md",".md","2140","8719D979A56D2E4897C2DB6D4C6CCEF60A824898F9733531A2AD54343B05B64B","5","misc","analysis","","","measure_design","unsupported_inference","High-level summary without proof.","Suggests weight/size/depth triple; uses special-case weights.","","Low","extracts/05_misc/2026-01-29__triple_measure_summary__summary__001.md","","","MUST_Review\chats\termination_analysis.md","","Codex"
